Date,Point,Count
19.09.2016,Ростов-на-Дону-1,205
03.05.2014,Красноярск-1,16
15.10.2016,Балаково-1,100
06.12.2013,Сыктывкар-1,255
27.04.2013,Белгород-1,50
12.12.2014,Смоленск-2,101
15.09.2015,Сыктывкар-5,40
23.01.2016,Уссурийск-1,170
21.06.2016,Тверь-1,45
23.07.2016,Красногорск-1,76
01.07.2016,Новокуйбышевск-1,148
12.06.2016,Ленинск-Кузнецкий-1,69
05.04.2016,Новочебоксарск-1,29
30.05.2016,Нижневартовск-1,82
02.02.2016,Майкоп-1,92
16.07.2016,Колпино-1,121
13.01.2016,Гатчина-1,77
13.02.2016,Сыктывкар-4,119
10.11.2015,Сарапул-1,35
09.04.2016,Одинцово-1,252
06.06.2015,Химки-1,91
16.10.2016,Химки-1,212
06.09.2016,Радужный-1,15
08.04.2015,Долгопрудный-1,117
03.01.2016,Всеволожск-1,62
18.08.2016,Нахабино-1,30
01.02.2016,Нахабино-1,32
05.08.2015,Ухта-1,141
18.10.2016,Сыктывкар-6,7
02.05.2015,Ростов-на-Дону-1,71
14.05.2016,Чайковский-1,91
03.10.2015,Сарапул-1,73
10.03.2015,Ухта-1,145
04.01.2016,Ангарск-1,66
02.11.2013,Сарапул-1,121
08.04.2016,Сочи-1,10
26.08.2016,Нефтекамск-1,49
07.03.2016,Сыктывкар-1,224
19.06.2013,Самара-1,61
25.10.2015,Ачинск-1,132
01.07.2016,Благовещенск-1,76
23.08.2016,Самара-2,250
07.11.2012,Сыктывкар-1,279
25.03.2013,Сарапул-1,13
01.06.2016,Калининград-1,129
22.04.2015,Абакан-1,34
27.06.2015,Сыктывкар-1,293
25.05.2016,Челябинск-1,112
23.06.2016,Долгопрудный-1,210
13.12.2014,Сыктывкар-1,279
19.11.2014,Таганрог-1,108
03.01.2016,Самара-1,295
18.06.2013,Сыктывкар-1,236
24.05.2016,Сыктывкар-6,5
07.01.2016,Мытищи-1,64
14.02.2016,Чайковский-1,88
02.10.2016,Сочи-1,195
11.09.2016,Одинцово-1,175
30.12.2015,Смоленск-2,247
04.03.2015,Махачкала-1,22
03.10.2016,Зеленокумск-1,24
28.03.2016,Сарапул-1,39
02.10.2016,Казань-1,216
05.01.2015,Ульяновск-2,151
05.09.2015,Белгород-1,94
15.03.2015,Сыктывкар-2,100
22.06.2013,Сыктывкар-2,43
07.02.2014,Сарапул-1,102
13.04.2016,Мытищи-1,47
09.07.2015,Волжский-1,58
06.02.2015,Ульяновск-2,132
27.05.2014,Красноярск-1,28
04.06.2016,Смоленск-2,199
19.04.2016,Ульяновск-2,140
03.10.2015,Сыктывкар-4,99
04.09.2015,Саратов-1,103
03.02.2016,Химки-1,123
11.09.2016,Челябинск-2,188
09.08.2016,Самара-4,246
10.04.2014,Долгопрудный-1,74
17.03.2016,Энгельс-1,53
12.04.2013,Смоленск-1,92
20.05.2016,Нижневартовск-1,76
25.01.2016,Астрахань-1,35
19.10.2014,Сарапул-1,99
17.10.2016,Вельск-1,33
14.11.2015,Вологда-1,57
16.07.2014,Белгород-1,74
06.07.2014,Сыктывкар-1,237
17.12.2015,Майкоп-1,91
16.07.2016,Зеленоград-1,110
17.10.2016,Коломна-1,63
13.01.2016,Альметьевск-1,93
09.08.2015,Смоленск-2,152
24.06.2016,Сыктывкар-4,55
10.12.2012,Самара-1,29
08.06.2014,Красноярск-1,22
03.05.2016,Балашиха-1,129
18.07.2015,Королев-1,82
10.03.2014,Ульяновск-1,110
05.04.2014,Сыктывкар-1,275
23.08.2016,Тюмень-1,163
14.09.2015,Муром-1,46
20.09.2016,Тюмень-2,105
17.09.2016,Одинцово-1,185
29.09.2013,Самара-2,80
27.09.2013,Смоленск-1,98
08.01.2014,Сарапул-1,93
23.11.2015,Сыктывкар-2,44
23.06.2013,Ухта-1,98
26.09.2016,Мытищи-1,93
30.08.2016,Волжский-1,106
18.01.2013,Самара-1,74
28.08.2015,Смоленск-1,150
13.01.2016,Колпино-1,56
24.05.2016,Нахабино-1,51
23.05.2013,Сарапул-1,43
17.07.2016,Самара-4,280
07.09.2016,Новочебоксарск-1,41
18.02.2016,Долгопрудный-1,166
12.03.2016,Пушкино-1,54
26.04.2015,Сыктывкар-2,90
12.10.2016,Сыктывкар-4,32
22.04.2016,Сыктывкар-2,98
14.09.2016,Домодедово-1,88
13.07.2014,Самара-1,106
17.06.2016,Астрахань-1,58
30.08.2016,Северск-1,28
08.12.2014,Сыктывкар-4,22
12.10.2016,Химки-1,128
29.09.2016,Октябрьский-1,84
08.04.2016,Ленинск-Кузнецкий-1,55
19.02.2016,Сарапул-1,71
22.04.2016,Смоленск-1,207
07.09.2014,Челябинск-1,63
20.04.2015,Сыктывкар-1,134
05.09.2016,Новочебоксарск-1,36
26.07.2016,Челябинск-1,75
13.03.2014,Челябинск-1,64
17.08.2016,Гатчина-2,70
12.09.2016,Вологда-1,42
07.10.2015,Самара-2,174
18.08.2015,Сыктывкар-1,190
15.09.2013,Самара-1,92
03.10.2016,Радужный-1,192
05.08.2014,Абакан-1,67
01.08.2013,Смоленск-1,94
18.07.2015,Уссурийск-1,611
22.02.2016,Королев-1,172
16.01.2016,Гатчина-1,139
10.10.2016,Уфа-1,77
21.08.2016,Тюмень-2,139
02.09.2016,Пушкино-1,80
18.03.2014,Таганрог-1,56
23.10.2014,Сыктывкар-1,199
14.05.2016,Ухта-1,377
15.08.2015,Самара-4,210
26.02.2016,Шахты-1,40
24.04.2016,Тверь-1,58
23.03.2016,Сыктывкар-6,4
19.09.2016,Калуга-1,85
13.11.2013,Самара-2,57
16.02.2016,Балаково-1,27
30.01.2016,Ростов-на-Дону-2,164
27.02.2016,Смоленск-1,301
19.11.2015,Самара-4,179
24.07.2013,Сыктывкар-2,49
25.08.2016,Ухта-1,238
29.07.2016,Выборг-1,80
02.08.2014,Ухта-1,163
27.06.2016,Челябинск-1,115
21.06.2016,Сочи-1,161
26.12.2015,Всеволожск-1,69
06.07.2016,Одинцово-1,107
03.07.2016,Ухта-2,60
08.08.2016,Ангарск-1,86
18.11.2012,Самара-1,23
04.03.2015,Ульяновск-1,58
06.12.2015,Одинцово-1,127
11.10.2016,Ростов-на-Дону-2,152
16.05.2016,Мытищи-1,58
30.07.2016,Ростов-на-Дону-3,125
19.03.2016,Белгород-1,96
24.04.2016,Новочебоксарск-1,45
10.06.2016,Нахабино-1,56
08.02.2015,Королев-1,58
26.04.2016,Абакан-1,48
23.07.2014,Сыктывкар-4,44
04.06.2015,Самара-3,165
01.08.2016,Таганрог-1,207
14.10.2014,Самара-1,125
17.10.2016,Петрозаводск-1,74
14.08.2016,Домодедово-1,100
06.07.2015,Новороссийск-1,38
27.04.2016,Сыктывкар-6,3
02.11.2015,Майкоп-1,84
03.12.2015,Сыктывкар-3,76
02.05.2016,Комсомольск-на-Амуре-1,164
18.07.2016,Ухта-1,208
14.11.2015,Челябинск-1,165
13.03.2016,Одинцово-1,122
26.08.2014,Сарапул-1,93
17.03.2015,Ухта-1,125
26.06.2016,Тюмень-2,127
02.12.2014,Самара-3,60
22.11.2015,Самара-1,233
19.02.2016,Железнодорожный-1,85
27.12.2015,Березники-1,84
19.10.2013,Сарапул-1,127
16.01.2016,Долгопрудный-1,374
16.09.2015,Домодедово-1,36
19.10.2012,Сыктывкар-1,337
09.08.2016,Тюмень-2,119
25.10.2014,Самара-2,324
11.08.2016,Ангарск-1,89
13.09.2013,Смоленск-2,6
12.04.2016,Новороссийск-1,88
10.04.2016,Ангарск-1,77
12.09.2016,Лениногорск-1,34
15.03.2015,Химки-1,80
01.08.2016,Ростов-на-Дону-3,61
22.11.2015,Самара-4,261
21.12.2013,Белгород-1,115
06.09.2016,Колпино-1,66
28.08.2015,Гатчина-1,84
30.07.2016,Долгопрудный-1,225
11.01.2016,Гатчина-1,84
06.06.2014,Самара-1,110
14.06.2015,Самара-3,180
14.08.2015,Ростов-на-Дону-2,83
22.01.2015,Сыктывкар-4,27
18.08.2016,Ростов-на-Дону-3,91
15.06.2016,Ангарск-1,31
11.08.2016,Нижний Новгород-1,153
05.07.2015,Бугульма-1,52
15.02.2016,Чайковский-1,40
03.08.2015,Бугульма-1,46
17.09.2016,Выборг-1,111
04.05.2015,Нижнекамск-1,65
01.07.2012,Сыктывкар-1,262
24.11.2015,Уссурийск-1,47
09.10.2016,Домодедово-1,114
12.12.2015,Сарапул-1,99
05.10.2015,Октябрьский-1,69
10.05.2016,Ульяновск-2,160
05.11.2014,Ухта-1,113
02.05.2016,Нижний Новгород-1,49
23.07.2016,Смоленск-1,180
20.09.2015,Березники-1,49
27.09.2014,Красноярск-1,16
08.08.2016,Нижневартовск-1,52
11.10.2016,Ульяновск-1,96
25.02.2015,Сыктывкар-1,133
02.09.2016,Вологда-1,79
29.09.2014,Абакан-1,28
05.05.2013,Сыктывкар-2,28
13.03.2016,Новороссийск-1,105
29.08.2016,Электросталь-1,59
13.09.2015,Самара-1,233
13.07.2015,Сыктывкар-4,52
22.10.2015,Саратов-1,76
06.07.2016,Домодедово-1,80
04.03.2013,Челябинск-1,58
02.05.2015,Махачкала-1,78
26.08.2016,Зеленокумск-1,42
04.08.2015,Сыктывкар-2,72
27.01.2016,Сарапул-1,55
04.08.2016,Абинск-1,98
20.02.2016,Чайковский-1,113
27.01.2016,Бугульма-1,65
05.05.2016,Сыктывкар-4,41
05.06.2016,Комсомольск-на-Амуре-1,163
03.10.2015,Уссурийск-1,140
02.04.2016,Балаково-1,63
28.05.2015,Муром-1,16
17.11.2015,Сыктывкар-4,44
13.09.2016,Сочи-1,163
28.06.2016,Всеволожск-1,47
10.09.2016,Нахабино-1,134
10.08.2016,Ухта-2,48
18.09.2015,Ростов-на-Дону-2,77
11.09.2015,Колпино-1,83
01.12.2014,Челябинск-1,63
01.05.2014,Смоленск-1,181
17.01.2015,Сыктывкар-3,127
07.11.2014,Сыктывкар-4,35
05.10.2015,Королев-1,62
12.04.2016,Нахабино-1,39
05.07.2012,Сыктывкар-2,14
10.09.2016,Чайковский-1,90
19.10.2015,Реутов-1,32
18.06.2016,Калининград-1,134
21.09.2015,Октябрьский-1,69
09.07.2015,Химки-1,54
25.09.2014,Ухта-1,87
25.05.2015,Гатчина-1,50
23.05.2015,Ухта-1,293
04.08.2014,Энгельс-1,41
02.01.2015,Белгород-1,133
29.08.2016,Сочи-1,190
03.02.2016,Гатчина-1,80
12.05.2015,Колпино-1,17
17.09.2016,Вологда-2,71
18.03.2016,Сыктывкар-5,36
21.05.2016,Новороссийск-1,179
15.05.2016,Самара-4,263
15.02.2016,Муром-1,43
01.02.2014,Самара-2,225
01.07.2016,Челябинск-1,167
21.08.2016,Новочебоксарск-1,57
08.03.2015,Долгопрудный-1,401
11.07.2015,Мытищи-1,47
05.04.2016,Нахабино-1,30
21.07.2016,Радужный-1,29
17.06.2013,Сыктывкар-2,31
01.08.2016,Бугульма-1,95
01.07.2016,Колпино-1,99
17.10.2016,Гатчина-1,110
27.01.2013,Смоленск-1,103
23.05.2015,Бугульма-1,53
02.03.2016,Домодедово-1,50
25.09.2014,Ульяновск-2,64
18.06.2016,Нижневартовск-1,98
16.11.2015,Альметьевск-1,39
05.05.2016,Сочи-1,45
02.09.2015,Ухта-1,149
15.11.2015,Белгород-1,74
19.11.2013,Сыктывкар-2,34
15.12.2015,Калуга-1,50
20.02.2015,Сыктывкар-3,122
13.05.2015,Химки-1,59
10.12.2014,Нижнекамск-1,7
24.09.2015,Домодедово-1,44
21.03.2014,Сыктывкар-1,318
03.04.2013,Ухта-1,82
18.02.2016,Саратов-1,95
09.05.2015,Альметьевск-1,165
26.08.2016,Уссурийск-1,220
21.05.2016,Саратов-1,169
01.02.2015,Ухта-1,251
06.10.2016,Колпино-1,71
12.02.2016,Балашиха-1,83
24.10.2014,Ухта-1,241
22.06.2015,Самара-3,139
17.06.2016,Ленинск-Кузнецкий-1,51
07.11.2012,Сарапул-1,20
26.07.2016,Энгельс-1,50
29.12.2015,Ростов-на-Дону-1,99
30.01.2016,Чайковский-1,99
19.04.2014,Сыктывкар-1,293
05.07.2012,Сыктывкар-1,263
14.01.2014,Сыктывкар-1,110
15.08.2016,Сыктывкар-6,8
02.10.2016,Ростов-на-Дону-2,244
08.01.2013,Сыктывкар-1,315
29.06.2016,Челябинск-1,131
24.06.2016,Пушкино-1,75
26.10.2014,Сыктывкар-1,281
13.05.2015,Смоленск-1,75
06.09.2015,Долгопрудный-1,232
18.05.2012,Сыктывкар-1,158
21.09.2016,Муром-1,38
07.11.2014,Смоленск-1,234
24.11.2013,Самара-1,93
26.02.2016,Ульяновск-2,200
10.02.2016,Березники-1,61
03.12.2014,Абакан-1,42
20.06.2015,Королев-1,130
17.09.2014,Ульяновск-1,64
02.01.2016,Смоленск-1,222
26.07.2014,Ульяновск-1,81
22.09.2015,Ульяновск-1,53
19.03.2014,Сарапул-1,75
23.07.2016,Смоленск-3,104
26.07.2016,Белгород-1,61
05.09.2015,Волжский-1,104
04.09.2014,Ульяновск-1,34
02.04.2016,Майкоп-1,107
09.09.2012,Смоленск-1,68
29.04.2016,Сыктывкар-5,27
01.06.2015,Сыктывкар-2,125
25.08.2016,Сочи-1,182
06.06.2016,Железнодорожный-1,94
08.06.2014,Энгельс-1,45
21.09.2016,Майкоп-1,105
14.07.2014,Сарапул-1,73
11.01.2016,Альметьевск-1,72
27.02.2016,Махачкала-1,151
16.01.2012,Сыктывкар-1,111
22.12.2013,Самара-2,156
31.08.2016,Домодедово-1,82
09.06.2015,Альметьевск-1,48
29.12.2015,Реутов-1,82
18.06.2016,Петрозаводск-1,53
04.06.2012,Сыктывкар-2,34
11.11.2015,Муром-1,24
02.10.2016,Щелково-1,49
16.12.2015,Сыктывкар-1,142
02.10.2016,Пушкино-1,148
10.07.2016,Саратов-1,132
15.08.2015,Сыктывкар-1,269
04.05.2015,Королев-1,52
02.03.2016,Сыктывкар-2,68
12.10.2016,Балашиха-1,110
13.09.2015,Самара-3,175
12.03.2016,Нижнекамск-1,112
03.06.2015,Сыктывкар-4,44
18.02.2016,Всеволожск-1,35
29.03.2015,Майкоп-1,97
02.02.2015,Нижнекамск-1,8
30.07.2016,Сыктывкар-3,156
22.10.2015,Королев-1,56
21.02.2016,Чайковский-1,74
05.10.2014,Ульяновск-2,106
09.08.2015,Новороссийск-1,73
04.05.2013,Смоленск-2,23
02.01.2014,Сыктывкар-3,204
25.08.2016,Балашиха-1,159
11.01.2014,Смоленск-1,163
16.08.2016,Реутов-1,121
05.10.2016,Сыктывкар-6,8
15.06.2015,Майкоп-1,115
24.09.2016,Ростов-на-Дону-3,107
21.09.2016,Шахты-1,58
04.10.2016,Астрахань-1,44
02.06.2015,Сыктывкар-3,74
22.01.2015,Ухта-1,151
25.07.2015,Абакан-1,72
02.04.2014,Сыктывкар-4,25
09.09.2014,Таганрог-1,51
30.05.2015,Таганрог-1,196
05.06.2015,Бугульма-1,83
28.02.2015,Энгельс-1,79
03.04.2014,Смоленск-1,100
06.01.2013,Сыктывкар-2,45
24.12.2015,Одинцово-1,83
29.08.2016,Долгопрудный-1,184
23.06.2015,Березники-1,23
17.08.2016,Махачкала-1,137
28.02.2016,Смоленск-3,147
06.06.2016,Муром-1,51
10.07.2016,Нижнекамск-1,97
30.08.2016,Ухта-2,71
03.01.2015,Сыктывкар-3,157
22.06.2015,Уссурийск-1,61
20.12.2015,Новороссийск-1,190
05.06.2016,Салават-1,32
17.08.2016,Ухта-2,45
08.05.2016,Нахабино-1,55
17.09.2016,Сыктывкар-1,339
22.04.2016,Пушкино-1,64
04.04.2016,Сыктывкар-4,42
13.02.2014,Октябрьский-1,45
17.03.2016,Шахты-1,30
04.02.2016,Смоленск-3,48
04.03.2016,Всеволожск-1,80
24.09.2016,Балаково-1,125
08.11.2015,Самара-2,247
02.11.2015,Балашиха-1,41
01.10.2014,Ульяновск-1,44
12.07.2016,Петрозаводск-1,45
18.02.2016,Чайковский-1,46
25.07.2013,Самара-1,85
23.09.2015,Мытищи-1,36
13.01.2015,Смоленск-2,111
06.07.2015,Сарапул-1,54
23.01.2016,Абакан-1,97
19.12.2015,Тюмень-1,188
30.05.2016,Чайковский-1,62
17.09.2016,Ангарск-1,109
22.04.2016,Тюмень-1,179
06.04.2016,Альметьевск-1,45
12.09.2016,Выборг-1,66
27.08.2016,Ханты-Мансийск-1,96
09.08.2014,Энгельс-1,53
29.05.2016,Ростов-на-Дону-1,181
20.05.2016,Челябинск-2,124
06.04.2015,Смоленск-1,68
31.05.2016,Ханты-Мансийск-1,99
25.12.2015,Одинцово-1,170
15.06.2015,Муром-1,18
09.09.2016,Радужный-1,48
12.07.2016,Волжский-1,90
27.06.2014,Ульяновск-1,74
07.12.2015,Самара-3,142
20.11.2015,Нижнекамск-1,101
31.07.2012,Сыктывкар-2,30
19.02.2016,Ангарск-1,50
05.09.2015,Таганрог-1,183
09.10.2015,Майкоп-1,103
21.02.2016,Химки-1,226
06.04.2013,Самара-1,88
27.10.2015,Сыктывкар-5,46
16.10.2016,Выборг-1,109
01.01.2016,Абакан-1,39
03.05.2015,Королев-1,69
02.05.2016,Сургут-1,237
20.09.2016,Балашиха-1,118
12.03.2015,Гатчина-1,27
19.08.2012,Сыктывкар-2,22
16.02.2015,Белгород-1,71
29.06.2016,Смоленск-3,59
02.09.2016,Муром-1,49
06.06.2015,Ростов-на-Дону-1,101
25.07.2015,Химки-1,123
04.09.2015,Ачинск-1,82
21.05.2016,Сыктывкар-1,257
12.08.2015,Смоленск-2,142
29.09.2012,Ухта-1,156
04.10.2016,Раменское-1,36
15.08.2013,Челябинск-1,28
06.09.2016,Майкоп-1,107
26.12.2015,Домодедово-1,112
09.06.2016,Ульяновск-1,106
10.05.2016,Железнодорожный-1,51
04.10.2016,Ленинск-Кузнецкий-1,34
10.04.2015,Гатчина-1,44
15.09.2016,Радужный-1,20
15.08.2013,Сыктывкар-1,308
10.07.2016,Нефтекамск-1,55
02.08.2014,Белгород-1,103
17.08.2016,Королев-1,72
29.08.2016,Нефтекамск-1,40
13.11.2015,Комсомольск-на-Амуре-1,126
28.09.2016,Уфа-1,85
12.05.2016,Тюмень-2,61
15.06.2015,Химки-1,63
02.09.2016,Ростов-на-Дону-1,221
23.09.2016,Энгельс-1,51
11.04.2016,Выборг-1,29
30.05.2015,Ульяновск-2,133
14.09.2016,Ленинск-Кузнецкий-1,53
05.04.2015,Сыктывкар-2,155
25.02.2016,Бугульма-1,54
16.08.2016,Щелково-1,32
22.08.2016,Ижевск-1,27
01.07.2015,Березники-1,35
22.03.2015,Абакан-1,49
26.07.2016,Нижнекамск-1,1
21.04.2015,Челябинск-1,76
15.06.2015,Сарапул-1,43
08.10.2016,Ангарск-1,132
11.12.2015,Сыктывкар-4,65
10.02.2015,Белгород-1,59
01.10.2016,Самара-3,575
08.03.2014,Долгопрудный-1,111
17.04.2015,Майкоп-1,89
29.11.2015,Сыктывкар-4,108
29.09.2016,Новокуйбышевск-1,104
26.07.2016,Одинцово-1,101
02.03.2016,Самара-4,212
25.04.2016,Абакан-1,45
19.02.2016,Королев-1,122
21.06.2016,Пушкино-1,58
07.06.2015,Сыктывкар-2,98
10.10.2016,Северск-1,47
23.09.2015,Колпино-1,60
02.10.2016,Сарапул-1,81
17.08.2016,Калуга-1,122
13.01.2015,Октябрьский-1,60
05.11.2015,Белгород-1,76
19.09.2016,Долгопрудный-1,150
17.01.2016,Комсомольск-на-Амуре-1,124
09.09.2015,Майкоп-1,74
09.07.2016,Ангарск-1,93
21.07.2016,Уфа-1,34
12.08.2016,Сыктывкар-3,140
03.04.2016,Ангарск-1,54
16.07.2016,Ухта-1,321
04.03.2016,Вологда-1,70
22.05.2016,Гатчина-1,166
22.08.2015,Волжский-1,145
22.04.2015,Майкоп-1,58
05.10.2016,Муром-1,33
23.06.2016,Альметьевск-1,76
15.05.2016,Нахабино-1,86
04.10.2016,Мытищи-1,52
20.05.2016,Нахабино-1,92
19.04.2015,Королев-1,87
29.05.2016,Сыктывкар-1,237
02.09.2012,Сыктывкар-1,289
14.01.2015,Смоленск-3,55
09.10.2015,Самара-4,270
01.10.2015,Самара-1,175
17.03.2015,Челябинск-1,72
16.10.2015,Белгород-1,109
14.07.2014,Сыктывкар-3,92
02.08.2012,Ухта-1,43
23.07.2016,Челябинск-1,137
24.04.2016,Уссурийск-1,208
07.09.2015,Калининград-1,51
30.08.2016,Нижний Новгород-1,100
04.11.2013,Самара-1,68
03.01.2013,Самара-1,68
04.10.2016,Майкоп-1,128
06.02.2016,Ленинск-Кузнецкий-1,31
10.03.2016,Шахты-1,32
28.07.2015,Гатчина-1,35
28.11.2015,Октябрьский-1,130
12.12.2014,Ульяновск-2,134
10.01.2015,Смоленск-1,143
21.09.2016,Саратов-1,140
18.12.2015,Реутов-1,101
20.03.2016,Нефтекамск-1,32
23.07.2016,Сыктывкар-3,134
29.09.2014,Сыктывкар-4,25
03.09.2016,Калуга-1,171
22.02.2016,Нижнекамск-1,96
26.06.2016,Всеволожск-1,71
14.11.2015,Домодедово-1,114
02.05.2016,Ульяновск-1,137
20.08.2014,Сыктывкар-1,230
15.02.2016,Химки-1,129
13.12.2015,Бугульма-1,139
30.03.2016,Сыктывкар-3,78
16.01.2014,Самара-2,100
19.03.2014,Сыктывкар-1,209
04.10.2014,Сыктывкар-4,91
05.01.2016,Тюмень-1,135
20.08.2016,Всеволожск-1,104
06.05.2016,Самара-5,45
07.06.2015,Абакан-1,56
17.01.2016,Новочебоксарск-1,51
23.08.2016,Сыктывкар-6,1
31.08.2016,Новочебоксарск-1,63
10.07.2015,Смоленск-2,183
24.09.2016,Балашиха-1,258
29.12.2015,Гатчина-2,49
08.05.2016,Челябинск-2,171
16.09.2016,Уссурийск-1,194
16.05.2016,Салават-1,22
26.07.2015,Муром-1,48
22.09.2016,Белгород-1,71
28.06.2016,Волжский-1,82
12.01.2016,Одинцово-1,62
07.03.2016,Одинцово-1,146
05.01.2016,Сыктывкар-2,145
18.12.2012,Смоленск-1,81
23.09.2016,Королев-1,177
05.12.2012,Ухта-1,65
29.05.2016,Ульяновск-1,86
27.06.2016,Березники-1,103
27.01.2016,Салават-1,11
08.12.2015,Реутов-1,42
22.02.2016,Комсомольск-на-Амуре-1,153
13.12.2015,Новочебоксарск-1,44
27.08.2016,Новокуйбышевск-1,169
05.05.2015,Сыктывкар-1,142
08.04.2014,Самара-1,88
23.08.2016,Нахабино-1,67
19.06.2015,Химки-1,89
11.10.2015,Балашиха-1,106
10.04.2016,Всеволожск-1,73
11.11.2013,Сыктывкар-3,63
10.08.2016,Зеленокумск-1,33
31.08.2016,Выборг-1,70
01.05.2014,Энгельс-1,42
31.05.2014,Сыктывкар-2,56
28.11.2012,Самара-1,40
27.07.2016,Волжский-1,111
18.10.2014,Самара-1,185
02.03.2015,Нижнекамск-1,17
02.06.2014,Энгельс-1,29
04.10.2016,Тюмень-1,140
08.06.2014,Долгопрудный-1,102
20.11.2014,Октябрьский-1,65
24.09.2016,Домодедово-1,143
20.08.2016,Ижевск-1,19
06.01.2013,Сарапул-1,68
18.03.2016,Ростов-на-Дону-1,230
17.08.2016,Ростов-на-Дону-3,88
17.06.2016,Вологда-1,108
29.12.2015,Нахабино-1,43
19.02.2014,Октябрьский-1,35
08.10.2014,Октябрьский-1,70
02.09.2016,Долгопрудный-1,252
03.01.2016,Сарапул-1,136
15.08.2012,Сыктывкар-2,24
04.10.2016,Москва 1-1,104
11.06.2016,Муром-1,128
10.09.2014,Сыктывкар-1,194
07.03.2015,Смоленск-3,128
27.05.2016,Ханты-Мансийск-1,94
03.04.2016,Сыктывкар-4,142
10.05.2016,Калининград-2,69
13.10.2016,Гатчина-1,83
08.09.2016,Смоленск-1,135
25.02.2016,Октябрьский-1,90
11.07.2016,Мытищи-1,71
06.09.2016,Выборг-1,43
11.01.2016,Тюмень-1,104
28.04.2014,Белгород-1,83
01.04.2016,Смоленск-3,79
30.07.2016,Уфа-1,60
21.07.2015,Альметьевск-1,60
14.03.2016,Всеволожск-1,26
09.08.2016,Уссурийск-1,168
16.06.2012,Сыктывкар-1,275
25.09.2014,Энгельс-1,29
30.05.2014,Сыктывкар-3,169
31.10.2014,Октябрьский-1,120
29.01.2015,Сыктывкар-1,207
02.02.2016,Нахабино-1,31
21.01.2016,Шахты-1,34
31.10.2015,Нижнекамск-1,89
21.01.2015,Ростов-на-Дону-1,72
19.08.2014,Энгельс-1,55
09.02.2016,Челябинск-1,110
02.06.2015,Химки-1,51
01.04.2013,Сыктывкар-1,294
19.12.2014,Белгород-1,135
29.07.2016,Новокуйбышевск-1,100
19.04.2016,Вологда-1,42
24.03.2014,Самара-2,87
24.06.2015,Мытищи-1,39
06.03.2015,Гатчина-1,98
12.09.2015,Ростов-на-Дону-1,107
01.06.2013,Самара-1,81
14.06.2016,Салават-1,27
20.11.2012,Самара-1,27
14.03.2016,Махачкала-1,92
24.12.2013,Сарапул-1,41
13.01.2016,Уссурийск-1,111
10.08.2016,Смоленск-2,127
03.12.2013,Белгород-1,46
28.09.2016,Таганрог-1,180
30.06.2016,Железнодорожный-1,94
06.05.2016,Ухта-1,292
06.05.2015,Белгород-1,64
15.05.2014,Абакан-1,55
30.05.2016,Щелково-1,24
05.05.2015,Смоленск-2,109
12.04.2014,Челябинск-1,107
05.10.2016,Электросталь-1,51
10.09.2015,Одинцово-1,21
13.02.2016,Щелково-1,74
22.09.2016,Новочебоксарск-1,36
08.05.2016,Уссурийск-1,178
05.12.2012,Челябинск-1,20
23.11.2015,Гатчина-1,73
11.10.2016,Смоленск-2,109
14.02.2016,Ростов-на-Дону-2,212
22.04.2016,Выборг-1,58
20.07.2016,Комсомольск-на-Амуре-1,166
09.06.2015,Ростов-на-Дону-1,74
19.06.2014,Красноярск-1,25
02.07.2015,Химки-1,74
09.11.2015,Ачинск-1,74
14.10.2016,Одинцово-1,158
23.07.2016,Калуга-1,228
23.09.2015,Муром-1,32
22.08.2015,Нижневартовск-1,39
20.11.2015,Челябинск-1,149
17.11.2012,Сыктывкар-1,421
26.09.2015,Ростов-на-Дону-1,132
11.04.2016,Калининград-1,74
13.10.2016,Ачинск-1,119
07.08.2016,Уссурийск-1,166
19.06.2014,Абакан-1,54
19.01.2016,Шахты-1,24
22.04.2016,Казань-1,146
13.08.2015,Бугульма-1,66
07.09.2016,Тюмень-2,102
08.02.2016,Мытищи-1,42
03.04.2012,Сыктывкар-1,124
30.01.2016,Сыктывкар-4,119
11.09.2015,Чайковский-1,44
08.06.2016,Тобольск-1,51
13.01.2016,Махачкала-1,85
16.11.2015,Таганрог-1,150
20.02.2015,Майкоп-1,86
01.03.2015,Самара-2,246
20.05.2012,Сыктывкар-1,139
15.07.2016,Долгопрудный-1,213
05.07.2015,Ростов-на-Дону-1,67
14.06.2015,Альметьевск-1,84
10.07.2014,Сыктывкар-4,66
03.03.2016,Смоленск-3,59
05.03.2016,Сыктывкар-2,149
03.03.2016,Королев-1,90
29.01.2016,Колпино-1,91
31.05.2016,Благовещенск-1,32
14.01.2015,Сыктывкар-2,74
11.09.2014,Самара-2,148
09.04.2016,Гатчина-2,92
06.02.2015,Ухта-1,258
28.04.2015,Ульяновск-1,46
06.08.2015,Ростов-на-Дону-1,79
21.06.2015,Сыктывкар-1,220
19.03.2016,Муром-1,67
07.07.2014,Смоленск-1,172
12.01.2016,Шахты-1,25
27.04.2015,Нижнекамск-1,19
07.07.2014,Самара-1,108
21.08.2016,Саратов-1,150
15.03.2014,Сыктывкар-4,125
06.05.2016,Петрозаводск-1,62
05.07.2016,Самара-1,225
23.06.2016,Вологда-1,70
13.04.2016,Вологда-1,48
21.05.2014,Смоленск-1,117
19.10.2016,Ухта-1,183
21.04.2016,Сыктывкар-3,85
21.10.2014,Таганрог-1,88
