Count,Date,IsTrain,IsTest
208,2013-10-28,1,0
89,2013-10-28,1,0
42,2013-10-28,1,0
81,2013-10-28,1,0
32,2013-10-28,1,0
62,2013-10-29,1,0
38,2013-10-29,1,0
62,2013-10-29,1,0
219,2013-10-29,1,0
75,2013-10-29,1,0
85,2013-10-29,1,0
20,2013-10-29,1,0
71,2013-10-29,1,0
45,2013-10-29,1,0
86,2013-10-29,1,0
81,2013-10-29,1,0
62,2013-10-30,1,0
63,2013-10-30,1,0
109,2013-10-30,1,0
58,2013-10-30,1,0
63,2013-10-30,1,0
105,2013-10-30,1,0
207,2013-10-30,1,0
33,2013-10-30,1,0
49,2013-10-30,1,0
29,2013-10-30,1,0
98,2013-10-30,1,0
94,2013-10-31,1,0
35,2013-10-31,1,0
75,2013-10-31,1,0
81,2013-10-31,1,0
23,2013-10-31,1,0
95,2013-10-31,1,0
144,2013-10-31,1,0
73,2013-10-31,1,0
73,2013-10-31,1,0
51,2013-10-31,1,0
217,2013-10-31,1,0
116,2013-11-01,1,0
143,2013-11-01,1,0
94,2013-11-01,1,0
346,2013-11-01,1,0
70,2013-11-01,1,0
78,2013-11-01,1,0
31,2013-11-01,1,0
122,2013-11-01,1,0
69,2013-11-01,1,0
150,2013-11-01,1,0
191,2013-11-01,1,0
51,2013-11-02,1,0
121,2013-11-02,1,0
99,2013-11-02,1,0
67,2013-11-02,1,0
425,2013-11-02,1,0
71,2013-11-02,1,0
211,2013-11-02,1,0
215,2013-11-02,1,0
156,2013-11-02,1,0
106,2013-11-02,1,0
149,2013-11-02,1,0
133,2013-11-03,1,0
63,2013-11-03,1,0
346,2013-11-03,1,0
165,2013-11-03,1,0
76,2013-11-03,1,0
89,2013-11-03,1,0
130,2013-11-03,1,0
64,2013-11-03,1,0
43,2013-11-03,1,0
119,2013-11-03,1,0
171,2013-11-03,1,0
94,2013-11-04,1,0
112,2013-11-04,1,0
85,2013-11-04,1,0
37,2013-11-04,1,0
124,2013-11-04,1,0
68,2013-11-04,1,0
35,2013-11-04,1,0
307,2013-11-04,1,0
49,2013-11-04,1,0
74,2013-11-04,1,0
119,2013-11-04,1,0
54,2013-11-05,1,0
46,2013-11-05,1,0
71,2013-11-05,1,0
47,2013-11-05,1,0
22,2013-11-05,1,0
90,2013-11-05,1,0
32,2013-11-05,1,0
75,2013-11-05,1,0
49,2013-11-05,1,0
99,2013-11-05,1,0
206,2013-11-05,1,0
93,2013-11-06,1,0
85,2013-11-06,1,0
53,2013-11-06,1,0
78,2013-11-06,1,0
57,2013-11-06,1,0
46,2013-11-06,1,0
97,2013-11-06,1,0
232,2013-11-06,1,0
28,2013-11-06,1,0
31,2013-11-06,1,0
101,2013-11-06,1,0
110,2013-11-07,1,0
79,2013-11-07,1,0
44,2013-11-07,1,0
110,2013-11-07,1,0
91,2013-11-07,1,0
36,2013-11-07,1,0
45,2013-11-07,1,0
121,2013-11-07,1,0
241,2013-11-07,1,0
56,2013-11-07,1,0
68,2013-11-07,1,0
53,2013-11-08,1,0
163,2013-11-08,1,0
131,2013-11-08,1,0
90,2013-11-08,1,0
304,2013-11-08,1,0
75,2013-11-08,1,0
100,2013-11-08,1,0
119,2013-11-08,1,0
54,2013-11-08,1,0
82,2013-11-08,1,0
110,2013-11-08,1,0
86,2013-11-09,1,0
140,2013-11-09,1,0
73,2013-11-09,1,0
214,2013-11-09,1,0
75,2013-11-09,1,0
91,2013-11-09,1,0
178,2013-11-09,1,0
415,2013-11-09,1,0
71,2013-11-09,1,0
148,2013-11-09,1,0
105,2013-11-09,1,0
68,2013-11-10,1,0
108,2013-11-10,1,0
56,2013-11-10,1,0
77,2013-11-10,1,0
106,2013-11-10,1,0
47,2013-11-10,1,0
129,2013-11-10,1,0
311,2013-11-10,1,0
79,2013-11-10,1,0
146,2013-11-10,1,0
156,2013-11-10,1,0
51,2013-11-11,1,0
63,2013-11-11,1,0
64,2013-11-11,1,0
170,2013-11-11,1,0
88,2013-11-11,1,0
38,2013-11-11,1,0
35,2013-11-11,1,0
99,2013-11-11,1,0
64,2013-11-11,1,0
54,2013-11-11,1,0
65,2013-11-11,1,0
218,2013-11-12,1,0
41,2013-11-12,1,0
69,2013-11-12,1,0
59,2013-11-12,1,0
58,2013-11-12,1,0
60,2013-11-12,1,0
30,2013-11-12,1,0
79,2013-11-12,1,0
50,2013-11-12,1,0
92,2013-11-12,1,0
101,2013-11-12,1,0
60,2013-11-13,1,0
57,2013-11-13,1,0
36,2013-11-13,1,0
194,2013-11-13,1,0
91,2013-11-13,1,0
47,2013-11-13,1,0
60,2013-11-13,1,0
91,2013-11-13,1,0
55,2013-11-13,1,0
83,2013-11-13,1,0
46,2013-11-13,1,0
97,2013-11-14,1,0
57,2013-11-14,1,0
27,2013-11-14,1,0
107,2013-11-14,1,0
108,2013-11-14,1,0
77,2013-11-14,1,0
71,2013-11-14,1,0
57,2013-11-14,1,0
46,2013-11-14,1,0
60,2013-11-14,1,0
228,2013-11-14,1,0
65,2013-11-15,1,0
280,2013-11-15,1,0
163,2013-11-15,1,0
137,2013-11-15,1,0
114,2013-11-15,1,0
123,2013-11-15,1,0
139,2013-11-15,1,0
55,2013-11-15,1,0
115,2013-11-15,1,0
80,2013-11-15,1,0
99,2013-11-15,1,0
125,2013-11-16,1,0
193,2013-11-16,1,0
92,2013-11-16,1,0
402,2013-11-16,1,0
93,2013-11-16,1,0
192,2013-11-16,1,0
72,2013-11-16,1,0
198,2013-11-16,1,0
96,2013-11-16,1,0
149,2013-11-16,1,0
127,2013-11-16,1,0
84,2013-11-17,1,0
142,2013-11-17,1,0
63,2013-11-17,1,0
173,2013-11-17,1,0
86,2013-11-17,1,0
89,2013-11-17,1,0
105,2013-11-17,1,0
63,2013-11-17,1,0
154,2013-11-17,1,0
82,2013-11-17,1,0
309,2013-11-17,1,0
51,2013-11-18,1,0
33,2013-11-18,1,0
54,2013-11-18,1,0
62,2013-11-18,1,0
120,2013-11-18,1,0
112,2013-11-18,1,0
52,2013-11-18,1,0
222,2013-11-18,1,0
63,2013-11-18,1,0
99,2013-11-18,1,0
60,2013-11-18,1,0
85,2013-11-19,1,0
101,2013-11-19,1,0
71,2013-11-19,1,0
77,2013-11-19,1,0
39,2013-11-19,1,0
49,2013-11-19,1,0
193,2013-11-19,1,0
47,2013-11-19,1,0
57,2013-11-19,1,0
34,2013-11-19,1,0
102,2013-11-19,1,0
43,2013-11-20,1,0
44,2013-11-20,1,0
249,2013-11-20,1,0
69,2013-11-20,1,0
58,2013-11-20,1,0
91,2013-11-20,1,0
39,2013-11-20,1,0
77,2013-11-20,1,0
79,2013-11-20,1,0
109,2013-11-20,1,0
76,2013-11-20,1,0
121,2013-11-21,1,0
156,2013-11-21,1,0
62,2013-11-21,1,0
75,2013-11-21,1,0
73,2013-11-21,1,0
251,2013-11-21,1,0
31,2013-11-21,1,0
109,2013-11-21,1,0
72,2013-11-21,1,0
86,2013-11-21,1,0
52,2013-11-21,1,0
94,2013-11-22,1,0
88,2013-11-22,1,0
88,2013-11-22,1,0
99,2013-11-22,1,0
145,2013-11-22,1,0
184,2013-11-22,1,0
314,2013-11-22,1,0
47,2013-11-22,1,0
100,2013-11-22,1,0
162,2013-11-22,1,0
85,2013-11-22,1,0
176,2013-11-23,1,0
122,2013-11-23,1,0
213,2013-11-23,1,0
225,2013-11-23,1,0
111,2013-11-23,1,0
111,2013-11-23,1,0
152,2013-11-23,1,0
79,2013-11-23,1,0
351,2013-11-23,1,0
55,2013-11-23,1,0
84,2013-11-23,1,0
104,2013-11-24,1,0
50,2013-11-24,1,0
53,2013-11-24,1,0
65,2013-11-24,1,0
136,2013-11-24,1,0
135,2013-11-24,1,0
158,2013-11-24,1,0
90,2013-11-24,1,0
93,2013-11-24,1,0
140,2013-11-24,1,0
323,2013-11-24,1,0
209,2013-11-25,1,0
69,2013-11-25,1,0
84,2013-11-25,1,0
75,2013-11-25,1,0
91,2013-11-25,1,0
107,2013-11-25,1,0
55,2013-11-25,1,0
76,2013-11-25,1,0
31,2013-11-25,1,0
50,2013-11-25,1,0
45,2013-11-25,1,0
111,2013-11-26,1,0
174,2013-11-26,1,0
23,2013-11-26,1,0
98,2013-11-26,1,0
37,2013-11-26,1,0
59,2013-11-26,1,0
63,2013-11-26,1,0
94,2013-11-26,1,0
86,2013-11-26,1,0
45,2013-11-26,1,0
53,2013-11-26,1,0
45,2013-11-27,1,0
92,2013-11-27,1,0
59,2013-11-27,1,0
28,2013-11-27,1,0
117,2013-11-27,1,0
44,2013-11-27,1,0
75,2013-11-27,1,0
195,2013-11-27,1,0
58,2013-11-27,1,0
52,2013-11-27,1,0
87,2013-11-27,1,0
108,2013-11-28,1,0
41,2013-11-28,1,0
195,2013-11-28,1,0
51,2013-11-28,1,0
64,2013-11-28,1,0
104,2013-11-28,1,0
56,2013-11-28,1,0
84,2013-11-28,1,0
22,2013-11-28,1,0
75,2013-11-28,1,0
90,2013-11-28,1,0
90,2013-11-29,1,0
146,2013-11-29,1,0
54,2013-11-29,1,0
142,2013-11-29,1,0
117,2013-11-29,1,0
88,2013-11-29,1,0
144,2013-11-29,1,0
101,2013-11-29,1,0
78,2013-11-29,1,0
182,2013-11-29,1,0
263,2013-11-29,1,0
334,2013-11-30,1,0
116,2013-11-30,1,0
132,2013-11-30,1,0
92,2013-11-30,1,0
105,2013-11-30,1,0
81,2013-11-30,1,0
58,2013-11-30,1,0
176,2013-11-30,1,0
192,2013-11-30,1,0
194,2013-11-30,1,0
164,2013-11-30,1,0
31,2013-12-01,1,0
101,2013-12-01,1,0
86,2013-12-01,1,0
124,2013-12-01,1,0
273,2013-12-01,1,0
129,2013-12-01,1,0
81,2013-12-01,1,0
70,2013-12-01,1,0
155,2013-12-01,1,0
54,2013-12-01,1,0
104,2013-12-01,1,0
73,2013-12-02,1,0
64,2013-12-02,1,0
45,2013-12-02,1,0
202,2013-12-02,1,0
49,2013-12-02,1,0
61,2013-12-02,1,0
24,2013-12-02,1,0
104,2013-12-02,1,0
114,2013-12-02,1,0
40,2013-12-02,1,0
66,2013-12-02,1,0
82,2013-12-03,1,0
47,2013-12-03,1,0
72,2013-12-03,1,0
50,2013-12-03,1,0
104,2013-12-03,1,0
44,2013-12-03,1,0
46,2013-12-03,1,0
16,2013-12-03,1,0
82,2013-12-03,1,0
81,2013-12-03,1,0
195,2013-12-03,1,0
19,2013-12-04,1,0
70,2013-12-04,1,0
71,2013-12-04,1,0
27,2013-12-04,1,0
93,2013-12-04,1,0
42,2013-12-04,1,0
71,2013-12-04,1,0
134,2013-12-04,1,0
54,2013-12-04,1,0
138,2013-12-04,1,0
79,2013-12-04,1,0
66,2013-12-05,1,0
122,2013-12-05,1,0
71,2013-12-05,1,0
91,2013-12-05,1,0
35,2013-12-05,1,0
54,2013-12-05,1,0
78,2013-12-05,1,0
186,2013-12-05,1,0
42,2013-12-05,1,0
75,2013-12-05,1,0
59,2013-12-05,1,0
144,2013-12-06,1,0
82,2013-12-06,1,0
255,2013-12-06,1,0
146,2013-12-06,1,0
98,2013-12-06,1,0
43,2013-12-06,1,0
88,2013-12-06,1,0
58,2013-12-06,1,0
114,2013-12-06,1,0
111,2013-12-06,1,0
61,2013-12-06,1,0
182,2013-12-07,1,0
213,2013-12-07,1,0
54,2013-12-07,1,0
171,2013-12-07,1,0
96,2013-12-07,1,0
123,2013-12-07,1,0
70,2013-12-07,1,0
74,2013-12-07,1,0
325,2013-12-07,1,0
112,2013-12-07,1,0
165,2013-12-07,1,0
132,2013-12-08,1,0
102,2013-12-08,1,0
135,2013-12-08,1,0
110,2013-12-08,1,0
139,2013-12-08,1,0
265,2013-12-08,1,0
86,2013-12-08,1,0
42,2013-12-08,1,0
93,2013-12-08,1,0
54,2013-12-08,1,0
53,2013-12-08,1,0
38,2013-12-09,1,0
88,2013-12-09,1,0
68,2013-12-09,1,0
78,2013-12-09,1,0
24,2013-12-09,1,0
114,2013-12-09,1,0
53,2013-12-09,1,0
32,2013-12-09,1,0
49,2013-12-09,1,0
62,2013-12-09,1,0
173,2013-12-09,1,0
188,2013-12-10,1,0
115,2013-12-10,1,0
53,2013-12-10,1,0
31,2013-12-10,1,0
42,2013-12-10,1,0
104,2013-12-10,1,0
39,2013-12-10,1,0
104,2013-12-10,1,0
70,2013-12-10,1,0
66,2013-12-10,1,0
69,2013-12-10,1,0
84,2013-12-11,1,0
97,2013-12-11,1,0
83,2013-12-11,1,0
78,2013-12-11,1,0
54,2013-12-11,1,0
218,2013-12-11,1,0
33,2013-12-11,1,0
32,2013-12-11,1,0
116,2013-12-11,1,0
77,2013-12-11,1,0
43,2013-12-11,1,0
84,2013-12-12,1,0
101,2013-12-12,1,0
68,2013-12-12,1,0
47,2013-12-12,1,0
64,2013-12-12,1,0
75,2013-12-12,1,0
79,2013-12-12,1,0
169,2013-12-12,1,0
90,2013-12-12,1,0
30,2013-12-12,1,0
114,2013-12-12,1,0
58,2013-12-13,1,0
125,2013-12-13,1,0
293,2013-12-13,1,0
89,2013-12-13,1,0
125,2013-12-13,1,0
52,2013-12-13,1,0
60,2013-12-13,1,0
177,2013-12-13,1,0
248,2013-12-13,1,0
83,2013-12-13,1,0
143,2013-12-13,1,0
77,2013-12-14,1,0
374,2013-12-14,1,0
176,2013-12-14,1,0
158,2013-12-14,1,0
92,2013-12-14,1,0
205,2013-12-14,1,0
181,2013-12-14,1,0
77,2013-12-14,1,0
71,2013-12-14,1,0
139,2013-12-14,1,0
214,2013-12-14,1,0
110,2013-12-15,1,0
207,2013-12-15,1,0
268,2013-12-15,1,0
142,2013-12-15,1,0
50,2013-12-15,1,0
159,2013-12-15,1,0
59,2013-12-15,1,0
111,2013-12-15,1,0
123,2013-12-15,1,0
68,2013-12-15,1,0
108,2013-12-15,1,0
73,2013-12-16,1,0
182,2013-12-16,1,0
44,2013-12-16,1,0
88,2013-12-16,1,0
113,2013-12-16,1,0
48,2013-12-16,1,0
102,2013-12-16,1,0
77,2013-12-16,1,0
42,2013-12-16,1,0
85,2013-12-16,1,0
31,2013-12-16,1,0
64,2013-12-17,1,0
62,2013-12-17,1,0
41,2013-12-17,1,0
132,2013-12-17,1,0
88,2013-12-17,1,0
45,2013-12-17,1,0
48,2013-12-17,1,0
181,2013-12-17,1,0
58,2013-12-17,1,0
44,2013-12-17,1,0
102,2013-12-17,1,0
56,2013-12-18,1,0
25,2013-12-18,1,0
49,2013-12-18,1,0
205,2013-12-18,1,0
56,2013-12-18,1,0
91,2013-12-18,1,0
37,2013-12-18,1,0
47,2013-12-18,1,0
94,2013-12-18,1,0
105,2013-12-18,1,0
80,2013-12-18,1,0
173,2013-12-19,1,0
58,2013-12-19,1,0
48,2013-12-19,1,0
81,2013-12-19,1,0
33,2013-12-19,1,0
134,2013-12-19,1,0
72,2013-12-19,1,0
54,2013-12-19,1,0
105,2013-12-19,1,0
81,2013-12-19,1,0
103,2013-12-19,1,0
182,2013-12-20,1,0
63,2013-12-20,1,0
139,2013-12-20,1,0
94,2013-12-20,1,0
42,2013-12-20,1,0
101,2013-12-20,1,0
177,2013-12-20,1,0
305,2013-12-20,1,0
69,2013-12-20,1,0
141,2013-12-20,1,0
63,2013-12-20,1,0
202,2013-12-21,1,0
178,2013-12-21,1,0
115,2013-12-21,1,0
75,2013-12-21,1,0
249,2013-12-21,1,0
93,2013-12-21,1,0
365,2013-12-21,1,0
204,2013-12-21,1,0
140,2013-12-21,1,0
76,2013-12-21,1,0
105,2013-12-21,1,0
157,2013-12-22,1,0
116,2013-12-22,1,0
103,2013-12-22,1,0
104,2013-12-22,1,0
90,2013-12-22,1,0
48,2013-12-22,1,0
142,2013-12-22,1,0
276,2013-12-22,1,0
156,2013-12-22,1,0
178,2013-12-22,1,0
63,2013-12-22,1,0
59,2013-12-23,1,0
92,2013-12-23,1,0
199,2013-12-23,1,0
71,2013-12-23,1,0
79,2013-12-23,1,0
133,2013-12-23,1,0
100,2013-12-23,1,0
49,2013-12-23,1,0
117,2013-12-23,1,0
41,2013-12-23,1,0
55,2013-12-23,1,0
45,2013-12-24,1,0
107,2013-12-24,1,0
23,2013-12-24,1,0
108,2013-12-24,1,0
41,2013-12-24,1,0
204,2013-12-24,1,0
99,2013-12-24,1,0
82,2013-12-24,1,0
63,2013-12-24,1,0
129,2013-12-24,1,0
46,2013-12-24,1,0
76,2013-12-25,1,0
61,2013-12-25,1,0
77,2013-12-25,1,0
126,2013-12-25,1,0
112,2013-12-25,1,0
85,2013-12-25,1,0
163,2013-12-25,1,0
131,2013-12-25,1,0
215,2013-12-25,1,0
42,2013-12-25,1,0
88,2013-12-25,1,0
106,2013-12-26,1,0
81,2013-12-26,1,0
86,2013-12-26,1,0
88,2013-12-26,1,0
231,2013-12-26,1,0
117,2013-12-26,1,0
36,2013-12-26,1,0
83,2013-12-26,1,0
118,2013-12-26,1,0
142,2013-12-26,1,0
10,2013-12-26,1,0
117,2013-12-26,1,0
193,2013-12-27,1,0
189,2013-12-27,1,0
44,2013-12-27,1,0
239,2013-12-27,1,0
266,2013-12-27,1,0
218,2013-12-27,1,0
86,2013-12-27,1,0
21,2013-12-27,1,0
97,2013-12-27,1,0
100,2013-12-27,1,0
389,2013-12-27,1,0
145,2013-12-27,1,0
90,2013-12-28,1,0
220,2013-12-28,1,0
444,2013-12-28,1,0
23,2013-12-28,1,0
276,2013-12-28,1,0
252,2013-12-28,1,0
82,2013-12-28,1,0
131,2013-12-28,1,0
105,2013-12-28,1,0
125,2013-12-28,1,0
232,2013-12-28,1,0
148,2013-12-28,1,0
107,2013-12-29,1,0
92,2013-12-29,1,0
185,2013-12-29,1,0
320,2013-12-29,1,0
104,2013-12-29,1,0
64,2013-12-29,1,0
183,2013-12-29,1,0
175,2013-12-29,1,0
213,2013-12-29,1,0
78,2013-12-29,1,0
25,2013-12-29,1,0
71,2013-12-29,1,0
61,2013-12-30,1,0
119,2013-12-30,1,0
106,2013-12-30,1,0
47,2013-12-30,1,0
383,2013-12-30,1,0
140,2013-12-30,1,0
34,2013-12-30,1,0
204,2013-12-30,1,0
153,2013-12-30,1,0
130,2013-12-30,1,0
191,2013-12-30,1,0
141,2013-12-30,1,0
3,2013-12-31,1,0
68,2013-12-31,1,0
58,2013-12-31,1,0
69,2013-12-31,1,0
62,2013-12-31,1,0
120,2013-12-31,1,0
69,2013-12-31,1,0
118,2013-12-31,1,0
77,2013-12-31,1,0
10,2013-12-31,1,0
307,2013-12-31,1,0
77,2013-12-31,1,0
79,2014-01-01,1,0
54,2014-01-01,1,0
23,2014-01-01,1,0
49,2014-01-01,1,0
72,2014-01-01,1,0
129,2014-01-01,1,0
90,2014-01-01,1,0
77,2014-01-01,1,0
77,2014-01-01,1,0
309,2014-01-01,1,0
195,2014-01-01,1,0
177,2014-01-01,1,0
85,2014-01-02,1,0
29,2014-01-02,1,0
204,2014-01-02,1,0
370,2014-01-02,1,0
173,2014-01-02,1,0
101,2014-01-02,1,0
186,2014-01-02,1,0
137,2014-01-02,1,0
94,2014-01-02,1,0
124,2014-01-02,1,0
73,2014-01-02,1,0
90,2014-01-02,1,0
141,2014-01-03,1,0
100,2014-01-03,1,0
101,2014-01-03,1,0
397,2014-01-03,1,0
70,2014-01-03,1,0
185,2014-01-03,1,0
230,2014-01-03,1,0
158,2014-01-03,1,0
36,2014-01-03,1,0
100,2014-01-03,1,0
150,2014-01-03,1,0
88,2014-01-03,1,0
82,2014-01-04,1,0
178,2014-01-04,1,0
157,2014-01-04,1,0
205,2014-01-04,1,0
340,2014-01-04,1,0
92,2014-01-04,1,0
82,2014-01-04,1,0
167,2014-01-04,1,0
40,2014-01-04,1,0
150,2014-01-04,1,0
147,2014-01-04,1,0
65,2014-01-04,1,0
111,2014-01-05,1,0
126,2014-01-05,1,0
364,2014-01-05,1,0
66,2014-01-05,1,0
80,2014-01-05,1,0
67,2014-01-05,1,0
124,2014-01-05,1,0
47,2014-01-05,1,0
182,2014-01-05,1,0
96,2014-01-05,1,0
142,2014-01-05,1,0
204,2014-01-05,1,0
72,2014-01-06,1,0
110,2014-01-06,1,0
48,2014-01-06,1,0
163,2014-01-06,1,0
95,2014-01-06,1,0
110,2014-01-06,1,0
82,2014-01-06,1,0
295,2014-01-06,1,0
162,2014-01-06,1,0
59,2014-01-06,1,0
187,2014-01-06,1,0
109,2014-01-06,1,0
116,2014-01-07,1,0
50,2014-01-07,1,0
147,2014-01-07,1,0
84,2014-01-07,1,0
102,2014-01-07,1,0
171,2014-01-07,1,0
153,2014-01-07,1,0
49,2014-01-07,1,0
86,2014-01-07,1,0
194,2014-01-07,1,0
37,2014-01-07,1,0
272,2014-01-07,1,0
27,2014-01-08,1,0
204,2014-01-08,1,0
58,2014-01-08,1,0
38,2014-01-08,1,0
114,2014-01-08,1,0
93,2014-01-08,1,0
152,2014-01-08,1,0
119,2014-01-08,1,0
74,2014-01-08,1,0
64,2014-01-08,1,0
164,2014-01-08,1,0
67,2014-01-08,1,0
69,2014-01-09,1,0
59,2014-01-09,1,0
126,2014-01-09,1,0
50,2014-01-09,1,0
118,2014-01-09,1,0
31,2014-01-09,1,0
122,2014-01-09,1,0
92,2014-01-09,1,0
25,2014-01-09,1,0
207,2014-01-09,1,0
56,2014-01-09,1,0
138,2014-01-09,1,0
32,2014-01-10,1,0
84,2014-01-10,1,0
286,2014-01-10,1,0
60,2014-01-10,1,0
180,2014-01-10,1,0
74,2014-01-10,1,0
130,2014-01-10,1,0
84,2014-01-10,1,0
44,2014-01-10,1,0
90,2014-01-10,1,0
137,2014-01-10,1,0
140,2014-01-10,1,0
163,2014-01-11,1,0
116,2014-01-11,1,0
193,2014-01-11,1,0
38,2014-01-11,1,0
62,2014-01-11,1,0
104,2014-01-11,1,0
64,2014-01-11,1,0
95,2014-01-11,1,0
191,2014-01-11,1,0
279,2014-01-11,1,0
106,2014-01-11,1,0
161,2014-01-11,1,0
79,2014-01-12,1,0
244,2014-01-12,1,0
112,2014-01-12,1,0
45,2014-01-12,1,0
103,2014-01-12,1,0
146,2014-01-12,1,0
154,2014-01-12,1,0
122,2014-01-12,1,0
58,2014-01-12,1,0
76,2014-01-12,1,0
37,2014-01-12,1,0
77,2014-01-12,1,0
89,2014-01-13,1,0
69,2014-01-13,1,0
119,2014-01-13,1,0
73,2014-01-13,1,0
55,2014-01-13,1,0
182,2014-01-13,1,0
98,2014-01-13,1,0
119,2014-01-13,1,0
169,2014-01-13,1,0
30,2014-01-13,1,0
39,2014-01-13,1,0
55,2014-01-13,1,0
12,2014-01-14,1,0
15,2014-01-14,1,0
110,2014-01-14,1,0
47,2014-01-14,1,0
60,2014-01-14,1,0
53,2014-01-14,1,0
13,2014-01-14,1,0
64,2014-01-14,1,0
45,2014-01-14,1,0
45,2014-01-14,1,0
55,2014-01-14,1,0
32,2014-01-14,1,0
33,2014-01-15,1,0
72,2014-01-15,1,0
113,2014-01-15,1,0
102,2014-01-15,1,0
64,2014-01-15,1,0
55,2014-01-15,1,0
88,2014-01-15,1,0
82,2014-01-15,1,0
62,2014-01-15,1,0
109,2014-01-15,1,0
36,2014-01-15,1,0
163,2014-01-15,1,0
53,2014-01-16,1,0
83,2014-01-16,1,0
122,2014-01-16,1,0
178,2014-01-16,1,0
105,2014-01-16,1,0
140,2014-01-16,1,0
67,2014-01-16,1,0
65,2014-01-16,1,0
100,2014-01-16,1,0
58,2014-01-16,1,0
44,2014-01-16,1,0
116,2014-01-16,1,0
126,2014-01-17,1,0
115,2014-01-17,1,0
159,2014-01-17,1,0
73,2014-01-17,1,0
180,2014-01-17,1,0
235,2014-01-17,1,0
195,2014-01-17,1,0
97,2014-01-17,1,0
42,2014-01-17,1,0
65,2014-01-17,1,0
73,2014-01-17,1,0
42,2014-01-17,1,0
81,2014-01-18,1,0
336,2014-01-18,1,0
111,2014-01-18,1,0
133,2014-01-18,1,0
136,2014-01-18,1,0
88,2014-01-18,1,0
54,2014-01-18,1,0
163,2014-01-18,1,0
232,2014-01-18,1,0
170,2014-01-18,1,0
225,2014-01-18,1,0
57,2014-01-18,1,0
72,2014-01-19,1,0
210,2014-01-19,1,0
180,2014-01-19,1,0
163,2014-01-19,1,0
171,2014-01-19,1,0
99,2014-01-19,1,0
73,2014-01-19,1,0
300,2014-01-19,1,0
99,2014-01-19,1,0
84,2014-01-19,1,0
37,2014-01-19,1,0
68,2014-01-19,1,0
83,2014-01-20,1,0
54,2014-01-20,1,0
190,2014-01-20,1,0
39,2014-01-20,1,0
74,2014-01-20,1,0
97,2014-01-20,1,0
52,2014-01-20,1,0
65,2014-01-20,1,0
137,2014-01-20,1,0
31,2014-01-20,1,0
51,2014-01-20,1,0
110,2014-01-20,1,0
81,2014-01-21,1,0
58,2014-01-21,1,0
124,2014-01-21,1,0
91,2014-01-21,1,0
104,2014-01-21,1,0
24,2014-01-21,1,0
81,2014-01-21,1,0
167,2014-01-21,1,0
70,2014-01-21,1,0
49,2014-01-21,1,0
32,2014-01-21,1,0
61,2014-01-21,1,0
106,2014-01-22,1,0
83,2014-01-22,1,0
125,2014-01-22,1,0
100,2014-01-22,1,0
51,2014-01-22,1,0
24,2014-01-22,1,0
176,2014-01-22,1,0
98,2014-01-22,1,0
59,2014-01-22,1,0
101,2014-01-22,1,0
43,2014-01-22,1,0
35,2014-01-22,1,0
29,2014-01-22,1,0
101,2014-01-23,1,0
63,2014-01-23,1,0
68,2014-01-23,1,0
176,2014-01-23,1,0
139,2014-01-23,1,0
38,2014-01-23,1,0
134,2014-01-23,1,0
40,2014-01-23,1,0
41,2014-01-23,1,0
71,2014-01-23,1,0
138,2014-01-23,1,0
54,2014-01-23,1,0
85,2014-01-23,1,0
184,2014-01-24,1,0
33,2014-01-24,1,0
104,2014-01-24,1,0
33,2014-01-24,1,0
154,2014-01-24,1,0
165,2014-01-24,1,0
58,2014-01-24,1,0
176,2014-01-24,1,0
81,2014-01-24,1,0
81,2014-01-24,1,0
275,2014-01-24,1,0
70,2014-01-24,1,0
175,2014-01-24,1,0
391,2014-01-25,1,0
111,2014-01-25,1,0
167,2014-01-25,1,0
58,2014-01-25,1,0
191,2014-01-25,1,0
187,2014-01-25,1,0
106,2014-01-25,1,0
166,2014-01-25,1,0
123,2014-01-25,1,0
46,2014-01-25,1,0
176,2014-01-25,1,0
96,2014-01-25,1,0
110,2014-01-25,1,0
48,2014-01-26,1,0
90,2014-01-26,1,0
120,2014-01-26,1,0
82,2014-01-26,1,0
184,2014-01-26,1,0
64,2014-01-26,1,0
54,2014-01-26,1,0
86,2014-01-26,1,0
152,2014-01-26,1,0
119,2014-01-26,1,0
162,2014-01-26,1,0
282,2014-01-26,1,0
96,2014-01-26,1,0
72,2014-01-27,1,0
25,2014-01-27,1,0
92,2014-01-27,1,0
155,2014-01-27,1,0
100,2014-01-27,1,0
67,2014-01-27,1,0
55,2014-01-27,1,0
87,2014-01-27,1,0
34,2014-01-27,1,0
40,2014-01-27,1,0
114,2014-01-27,1,0
62,2014-01-27,1,0
216,2014-01-27,1,0
110,2014-01-28,1,0
103,2014-01-28,1,0
92,2014-01-28,1,0
29,2014-01-28,1,0
34,2014-01-28,1,0
70,2014-01-28,1,0
85,2014-01-28,1,0
36,2014-01-28,1,0
169,2014-01-28,1,0
76,2014-01-28,1,0
65,2014-01-28,1,0
117,2014-01-28,1,0
70,2014-01-28,1,0
79,2014-01-29,1,0
112,2014-01-29,1,0
82,2014-01-29,1,0
140,2014-01-29,1,0
69,2014-01-29,1,0
136,2014-01-29,1,0
99,2014-01-29,1,0
212,2014-01-29,1,0
108,2014-01-29,1,0
48,2014-01-29,1,0
51,2014-01-29,1,0
29,2014-01-29,1,0
56,2014-01-29,1,0
13,2014-01-30,1,0
65,2014-01-30,1,0
120,2014-01-30,1,0
92,2014-01-30,1,0
